SMILES,design_notes,Catalog ID,designer_institution,design_rationale,design_submission_source_link,designer_name
CC(=O)NC1CCC(N)CC1,Fragment libraries: DSiPoised,Z364013242,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NC1CNc2ccccc2C1,Fragment libraries: DSiPoised,Z285141302,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NC=1C=CC=C2C=CNC12,Fragment libraries: Leed3D,Z1255459547,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCC1(CCOCC1)c2ccccc2,Fragment libraries: DSiPoised,Z384468096,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCC1(O)CCCC1,Fragment libraries: DSiPoised,Z1203329531,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCC1CNCCO1,Fragment libraries: DSiPoised,Z439694282,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCCCC[C@H](NC(=O)C)C(=O)NCc1ccc(cc1)Br,Fragment libraries: PepLite,PL15-Acylated lysine BenzylBr,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCCc1c[nH]c2ccc(F)cc12,Fragment libraries: DSiPoised,Z1220452176,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCCc1ccc(cc1)S(=O)(=O)N,Fragment libraries: DSiPoised,Z30857828,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCc1ccc(cc1)S(=O)(=O)N,Fragment libraries: DSiPoised,Z30932204,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCc1cn[nH]c1,Fragment libraries: DSiPoised,Z383325512,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCc1cncs1,Fragment libraries: DSiPoised,Z1667545918,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)NCc1ncc[nH]1,Fragment libraries: DSiPoised,Z1203191681,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cc(C)n[nH]1,Fragment libraries: DSiPoised,Z239136710,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cc(cc(c1)C(=O)N)C(=O)N,Fragment libraries: DSiPoised,Z33486130,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cc(ccc1F)C(=O)O,Fragment libraries: DSiPoised,Z364328788,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cc2OCOc2cc1C,Fragment libraries: DSiPoised,Z1626962131,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(C#N)cc1,Fragment libraries: DSiPoised,Z30612220,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(C)c2NCCCc12,Fragment libraries: DSiPoised,Z1565771450,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(CN2CCOCC2)cc1,Fragment libraries: DSiPoised,Z57450788,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(F)c(c1)C(=O)O,Fragment libraries: DSiPoised,Z364321922,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(NC(=O)[C@H]2CC2(C)C)cc1,Fragment libraries: DSiPoised,Z1505719304,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(Nc2ccccc2)cc1,Fragment libraries: DSiPoised,Z68404778,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(OC(F)F)cc1F,Fragment libraries: DSiPoised,Z2012523861,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(Oc2ncccn2)cc1,Fragment libraries: DSiPoised,Z54571979,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc(cc1)c2csc(N)n2,Fragment libraries: DSiPoised,Z48847594,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,Fragment libraries: DSiPoised,Z26794305,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccc2c[nH]nc2c1,Fragment libraries: DSiPoised,Z383202616,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cccc(C(=O)O)c1C,Fragment libraries: DSiPoised,Z364368134,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cccc(F)c1C(=O)O,Fragment libraries: DSiPoised,Z424765890,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cccc(NC(=O)N)c1,Fragment libraries: DSiPoised,Z198195770,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cccc2cc[nH]c12,Fragment libraries: DSiPoised,Z1255459547,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cccc2nonc12,Fragment libraries: DSiPoised,Z1509191464,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccccc1CC(=O)O,Fragment libraries: DSiPoised,Z992494004,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccccc1O,Fragment libraries: DSiPoised,Z57040482,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccccc1OCc2ccccc2,Fragment libraries: DSiPoised,Z26365442,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ccncc1C,Fragment libraries: DSiPoised,Z1148747945,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1cnccc1C,Fragment libraries: DSiPoised,Z1129283193,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)Nc1ncc(Cc2cccc(C)c2)s1,Fragment libraries: DSiPoised,Z57080305,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)c1ccc(OC(F)F)cc1,Fragment libraries: DSiPoised,Z55671900,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)c1ccc(OCC(=O)O)cc1,Fragment libraries: DSiPoised,Z56900769,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)c1cccc(NC(=O)C(F)(F)F)c1,Fragment libraries: DSiPoised,Z57111868,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(=O)c1cccc(NC(=O)N2CCOCC2)c1,Fragment libraries: DSiPoised,Z274555794,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(C)N1)NC(C)C1=O,Fragment libraries: Euopen,EN300-255907,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(CC1)CCC1(F)F)N,Fragment libraries: Euopen,EN300-267683,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(CC1)N)NC1=O,Fragment libraries: Euopen,Z1983079444,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(N(CCC1)C1c1c(C)[nH]nc1C)=O)N,Fragment libraries: Euopen,Z2242888136,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(N)=N1)=CNC1=O,Fragment libraries: Euopen,Z1741980467,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(N)=O)Oc(cc1)ccc1Cl,Fragment libraries: Euopen,Z19727416,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(N1)=O)Oc(cccc2)c2C1=O,Fragment libraries: Euopen,STK601767,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(N1C)=O)(c(cc2)ccc2N)NC1=O,Fragment libraries: Euopen,EN300-266512,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(NC(NC)=O)=O)N1CCCCC1,Fragment libraries: Euopen,Z46157204,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(NC(NC)=O)=O)Sc1nccn1C,Fragment libraries: Euopen,Z18499371,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(NC1CC1)=O)O,Fragment libraries: Euopen,EN300-197234,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(NCc1ncccc1)=O)O,Fragment libraries: Euopen,EN300-198236,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(Nc(cc1)ccc1Cl)=O)NC(N)=O,Fragment libraries: Euopen,Z28161598,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(Nc(cc1)ccc1Cl)=O)S(C)(=O)=O,Fragment libraries: Euopen,Z414944464,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(Nc1c2cccc1)=O)NC2=O,Fragment libraries: Euopen,CSC015239481,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(Nc1ccc(C)cc1)=O)NC(C)=O,Fragment libraries: Euopen,Z28134543,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1[n]ccc2ccccc21,Fragment libraries: Leed3D,LDS-034237,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1cc(Br)cc[n]1,Fragment libraries: Leed3D,LDS-034223,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1cc(OC)cc[n]1,Fragment libraries: Leed3D,LDS-034225,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1cc(c2ccccc2)cc[n]1,Fragment libraries: Leed3D,LDS-034231,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1cc(cc[n]1)C(C)(C)C,Fragment libraries: Leed3D,LDS-034228,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1cc[n]c2ccccc12,Fragment libraries: Leed3D,LDS-034215,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1cc[n]cc1,Fragment libraries: Leed3D,LDS-034235,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(OC)=O)c1ccc2ccccc2[n]1,Fragment libraries: Leed3D,LDS-034240,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C(c1ccccc1)N)O,Fragment libraries: Euopen,Z2588063686,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C#N)C(=O)N1CCCC1,"Fragment libraries: DSiPoised,Leed3D",Z734620832,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C(=O)N)c1ccccc1,Fragment libraries: DSiPoised,Z270979606,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C(C1)NC)S1(=O)=O,Fragment libraries: Euopen,EN300-1695689,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C(N1Cc(cc2)ccc2F)=O)NC1=O,Fragment libraries: Euopen,Z14479386,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C(=O)N1CC2CCC(C2)C1,"Fragment libraries: DSiPoised,Leed3D",Z2608872391,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C(CCC1)NC1=O,Fragment libraries: Euopen,EN300-254789,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C(Cn1cncc1)N,Fragment libraries: Euopen,EN300-42052,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C(NC(CC1)c(cccc2)c2S1(=O)=O)=O,Fragment libraries: Euopen,Z256917238,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C(NCc(cc1)ccc1F)=O,Fragment libraries: Euopen,Z26779720,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C1=CN2C=CC=NC2=N1,Fragment libraries: Leed3D,Z666290862,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C1CCN(CC1)C(=O)c2ccccc2,Fragment libraries: DSiPoised,Z1217741507,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C=1C=CC=2C=NC=CC2C1,Fragment libraries: Leed3D,Z1255404935,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)C=1N=CC=2CNCCC2N1,Fragment libraries: Leed3D,Z2678251369,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)CC(=O)Nc1ccc(F)cc1F,Fragment libraries: DSiPoised,Z30802768,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)CNc1ncccc1,Fragment libraries: Euopen,PB2284466608,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)N1CC(O)C1,Fragment libraries: DSiPoised,Z56781951,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)N1NC=NC1=O,Fragment libraries: Euopen,Z1603826979,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)NC(=O)C1CCCN1,"Fragment libraries: DSiPoised,Leed3D",Z285662738,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)NC(=O)Cn1ccc(n1)C(F)(F)F,Fragment libraries: DSiPoised,Z55009317,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)NC(=O)N1CCC(CC1)C(=O)N,Fragment libraries: DSiPoised,Z44603686,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)NC(c(cc1)ccc1NC)=O,Fragment libraries: Euopen,EN300-252935,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)NCc(cc1)ccc1O,Fragment libraries: Euopen,EN300-53601,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)OC(=O)N1CC(=O)N2CC=C[C@@H]2CC1,Fragment libraries: Leed3D,LDS-034005,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)OC(=O)N1C[C@H]2C=CCN2C(=O)C1,Fragment libraries: Leed3D,LDS-034013,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)OC(=O)NC[C@H](C=C)N1CCOC1=O,Fragment libraries: Leed3D,LDS-034014,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)OC(=O)NC[C@H](C=C)N1CCOCC1=O,Fragment libraries: Leed3D,LDS-033989,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)OC1CCNCC1,Fragment libraries: Euopen,EN300-1719305,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)c(cc1)cc(N)c1O,Fragment libraries: Euopen,STK024676,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)c1cc(O)ccc1O,Fragment libraries: DSiPoised,Z1255402624,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)c1ccc2cnccc2c1,Fragment libraries: DSiPoised,Z1255404935,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)c1cn2cccnc2n1,Fragment libraries: DSiPoised,Z666290862,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)c1nc(CC2NC3CC2)c3cn1,Fragment libraries: Euopen,Z2681277094,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)c1ncc2CNCCc2n1,Fragment libraries: DSiPoised,Z2678251369,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(C)n(c(C)c1)nc1C(N(CCN1)CC1=O)=O,Fragment libraries: Euopen,Z460798392,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CC1N)Oc2c1cccc2,Fragment libraries: Euopen,STK826022,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CC1NC(C)=O)Cc2c1cc(C)o2,Fragment libraries: Euopen,Z453587582,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CCC1)C1(CN)O,Fragment libraries: Euopen,Z2213893403,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CN(C)C(Nc1cccc(Cl)c1)=O)O,Fragment libraries: Euopen,Z1310765784,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CNC(c(cccc1)c1Cl)=O)O,Fragment libraries: Euopen,Z1286238416,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CNC(c1csc(C)n1)=O)O,Fragment libraries: Euopen,Z1286244967,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CNC1)Oc2c1ccc(OC)c2,Fragment libraries: Euopen,EN300-251278,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CC(C)(CNC1CC1)O,Fragment libraries: Euopen,EN300-154195,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
